file,ref,name
./data/work-in-progress/45_15/kasten_blau_45_15_0511.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0513.xml,#,o.O.
./data/work-in-progress/45_15/kasten_blau_45_15_0515.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0516.xml,#emt_place_id__39,Neuburg
./data/work-in-progress/45_15/kasten_blau_45_15_0517.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0520.xml,#emt_place_id__39,Neuburg
./data/work-in-progress/45_15/kasten_blau_45_15_0524.xml,#emt_place_id__39,Neuburg
./data/work-in-progress/45_15/kasten_blau_45_15_0526.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0530.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0532.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0535.xml,#emt_place_id__63,Wien
./data/work-in-progress/45_15/kasten_blau_45_15_0537.xml,#emt_place_id__63,Wien
